"scientific_name","ComName","Last_assessment","avg_model_category","Catch_gap","Abundance_gap","LH_gap","Comp_gap","Eco_gap","Region","Functional_group","Repro_strat","Hab_spec","Prey_spec","Exposure","Sensitivity"
"Dentiraja _ confusa","Longnose skate",2020,4,1,0,2,0.5,1.5,NA,NA,NA,NA,NA,NA,NA
"Sebastolobus _ altivelis","Longspine thornyhead",2019,6,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Gadus _ macrocephalus","Pacific cod",2020.66666666667,4.66666666666667,0.25,0.75,1.5,1.25,1.25,NA,NA,NA,NA,NA,NA,NA
"Merluccius _ gayi _ gayi","Pacific hake",2021,6,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA
"Merluccius _ productus","Pacific hake",2021,6,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA
"Merluccius _ gayi _ peruanus","Pacific hake",2021,6,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ alutus","Pacific ocean perch",2019.66666666667,6,0.333333333333333,0,0,0.666666666666667,1,"bering_sea","Rockfish",2.3,1.9,1.95,4,3.2
"Sebastes _ alutus","Pacific ocean perch",2019.66666666667,6,0.333333333333333,0,0,0.666666666666667,1,"general","Rockfish",2.75,2.4,1.8,3.95,2.35
"Sebastes _ alutus","Pacific ocean perch",2019.66666666667,6,0.333333333333333,0,0,0.666666666666667,1,"bering_sea","Rockfish",2.3,1.9,1.95,4,3.2
"Sebastes _ alutus","Pacific ocean perch",2019.66666666667,6,0.333333333333333,0,0,0.666666666666667,1,"general","Rockfish",2.75,2.4,1.8,3.95,2.35
"Citharichthys _ sordidus","Pacific sanddab",2013,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Squalus _ suckleyi","Pacific spiny dogfish",2021,6,2,0,1,0,2,NA,NA,NA,NA,NA,NA,NA
"Eopsetta _ jordani","Petrale sole",2021,6,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA
"Glyptocephalus _ zachirus","Rex sole",2016,4.5,0,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA
"Lepidopsetta _ polyxystra","Northern rock sole",2020,6,1,1,1,1,0,"bering_sea","Flatfish",1.65,1.4,1.45,4,1.45
"Lepidopsetta _ polyxystra","Northern rock sole",2020,6,1,1,1,1,0,"bering_sea","Flatfish",1.65,1.4,1.45,4,1.45
"Lepidopsetta _ bilineata","Rock sole",2020,6,0.5,0,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA
"Anoplopoma _ fimbria","Sablefish",2021,6,1,0,1,1,0,"bering_sea","Other",1.6,1.7,1.25,4,1.7
"Anoplopoma _ fimbria","Sablefish",2021,6,1,0,1,1,0,"general","Other Groundfish",2.15,1.25,1.25,3.95,1.85
"Anoplopoma _ fimbria","Sablefish",2021,6,1,0,1,1,0,"bering_sea","Other",1.6,1.7,1.25,4,1.7
"Anoplopoma _ fimbria","Sablefish",2021,6,1,0,1,1,0,"general","Other Groundfish",2.15,1.25,1.25,3.95,1.85
"Sebastes _ zacentrus","Sharpchin rockfish",2013,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ jordani","Shortbelly rockfish",2007,6,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ borealis","Shortraker rockfish",2020.5,2,1.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.66666666666667,"bering_sea","Rockfish",2.3,1.9,1.75,4,3.2
"Sebastes _ borealis","Shortraker rockfish",2020.5,2,1.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.66666666666667,"general","Rockfish",2,2.45,1.6,4,2.15
"Sebastes _ borealis","Shortraker rockfish",2020.5,2,1.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.66666666666667,"bering_sea","Rockfish",2.3,1.9,1.75,4,3.2
"Sebastes _ borealis","Shortraker rockfish",2020.5,2,1.33333333333333,0.333333333333333,1.33333333333333,1.33333333333333,1.66666666666667,"general","Rockfish",2,2.45,1.6,4,2.15
"Sebastolobus _ alascanus","Shortspine thornyhead",2019,6,0,0,2,1,0,"bering_sea","Rockfish",1.9,1.95,1.85,4,2.45
"Sebastolobus _ alascanus","Shortspine thornyhead",2019,6,0,0,2,1,0,"general","Other Groundfish",1.7,1.25,1.2,3.95,2
"Sebastolobus _ alascanus","Shortspine thornyhead",2019,6,0,0,2,1,0,"bering_sea","Rockfish",1.9,1.95,1.85,4,2.45
"Sebastolobus _ alascanus","Shortspine thornyhead",2019,6,0,0,2,1,0,"general","Other Groundfish",1.7,1.25,1.2,3.95,2
"Sebastes _ diploproa","Splitnose rockfish",2009,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ hopkinsi","Squarespot rockfish",2021,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Platichthys _ stellatus","Starry flounder",2017,1,0,0,0,0,0,"bering_sea","Flatfish",2,1.3,1.3,4,1.5
"Platichthys _ stellatus","Starry flounder",2017,1,0,0,0,0,0,"general","Flatfish",1.45,1.45,1.266666667,3.95,2.45
"Platichthys _ stellatus","Starry flounder",2017,1,0,0,0,0,0,"bering_sea","Flatfish",2,1.3,1.3,4,1.5
"Platichthys _ stellatus","Starry flounder",2017,1,0,0,0,0,0,"general","Flatfish",1.45,1.45,1.266666667,3.95,2.45
"Sebastes _ saxicola","Stripetail rockfish",2013,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ entomelas","Widow rockfish",2019,6,1,0,2,1,2,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ ruberrimus","Yelloweye rockfish",2019,4,0.5,1,1,2.5,1,NA,NA,NA,NA,NA,NA,NA
"Sebastes _ flavidus","Yellowtail rockfish",2017,6,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"bering_sea","Salmon",3.25,2.8,1.8,4,2.55
"Oncorhynchus _ tshawytscha","Chinook salmon",2020.73333333333,3.76666666666667,0.741935483870968,0.612903225806452,0.903225806451613,0.935483870967742,2.87096774193548,"general","Salmon",3.5,1.85,1.75,4,3.5
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"bering_sea","Salmon",3.25,2.8,1.65,4,2.15
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"general","Salmon",3.5,2.1,1.8,4,3.45
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"bering_sea","Salmon",3.25,2.8,1.65,4,2.15
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"general","Salmon",3.5,2.1,1.8,4,3.45
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"bering_sea","Salmon",3.25,2.8,1.65,4,2.15
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"general","Salmon",3.5,2.1,1.8,4,3.45
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"bering_sea","Salmon",3.25,2.8,1.65,4,2.15
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"general","Salmon",3.5,2.1,1.8,4,3.45
"Oncorhynchus _ kisutch","Coho salmon",2021,3.43478260869565,0.130434782608696,0.782608695652174,1.17391304347826,1.78260869565217,2.30434782608696,"bering_sea","Salmon",3.25,2.8,1.65,4,2.15
