"scientific_name","ComName","Last_assessment","avg_model_category","Catch_gap","Abundance_gap","LH_gap","Comp_gap","Eco_gap","Region","Functional_group","Repro_strat","Hab_spec","Prey_spec","Exposure","Sensitivity"
"Chloroscombrus _ chrysurus","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Chloroscombrus _ chrysurus","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Elagatis _ bipinnulata","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"gulf","Coastal Pelagic",1.68,1.92,1.6,4,1.64
"Schedophilus _ maculatus","Spanish mackerel",2013,6,1,1,2,2,2,"sava","Coastal Pelagic",2.2,1.8,1.6,4,1.8
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Centropristis _ striata","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"gulf","Offshore Bottomfish",2.76,1.72,1.68,4,2.16
"Stereolepis _ gigas","Black sea bass",2019.5,6,1,1,2,1,2,"sava","Reef Fish",2.4,1.7,1.3,4,2.3
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ microps","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"gulf","Offshore Bottomfish",2.36,1.72,1.88,4,2.36
"Caulolatilus _ bermudensis","Blueline tilefish",2017.5,2,1,2,0.5,0.5,1.5,"sava","Deep Water Reef",1.8,2.2,1.4,4,3
"Mycteroperca _ microlepis","Gag",2021,6,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA
"Mycteroperca _ tigris","Gag",2021,6,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ dumerili","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"gulf","Coastal Pelagic",1.96,1.72,1.56,4,1.92
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"pacific","Coastal",1.56,1.48,1.84,4,2.04
"Seriola _ rivoliana","Greater amberjack",2020,6,1,2,1,2,0,"sava","Coastal Pelagic",1.8,2.1,1.2,4,1.6
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Orthopristis _ chrysoptera","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ pulchellus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ rufus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Lachnolaimus _ maximus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Bodianus _ insularis","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"gulf","Snappers",3.04,2.64,2.2,4,2.52
"Acanthostracion _ notacanthus","Hogfish",2014,6,1,2,1,1,2,"sava","Reef Fish",3,2.8,1.8,4,2.8
"Epinephelus _ morio","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Epinephelus _ morio","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Epinephelus _ morio","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Epinephelus _ morio","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Epinephelus _ akaara","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Epinephelus _ akaara","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Epinephelus _ akaara","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Epinephelus _ akaara","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Cephalopholis _ miniata","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Cephalopholis _ miniata","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Cephalopholis _ miniata","Red grouper",2017,6,1,1,2,2,2,"gulf","Groupers",2.6,2.68,1.72,4,2.32
"Cephalopholis _ miniata","Red grouper",2017,6,1,1,2,2,2,"sava","Reef Fish",2.7,2.7,1.7,4,3.1
"Argyrops _ spinifer","Red porgy",2020,6,1,1,2,2,0,"sava","Reef Fish",1.7,1.4,1.2,4,2
"Pagrus _ major","Red porgy",2020,6,1,1,2,2,0,"sava","Reef Fish",1.7,1.4,1.2,4,2
"Pagrus _ pagrus","Red porgy",2020,6,1,1,2,2,0,"sava","Reef Fish",1.7,1.4,1.2,4,2
"Lagodon _ rhomboides","Red porgy",2020,6,1,1,2,2,0,"sava","Reef Fish",1.7,1.4,1.2,4,2
"Pagrus _ africanus","Red porgy",2020,6,1,1,2,2,0,"sava","Reef Fish",1.7,1.4,1.2,4,2
"Lutjanus _ argentimaculatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ argentimaculatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ argentimaculatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ argentimaculatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ bengalensis","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ bengalensis","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ bengalensis","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ bengalensis","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ bohar","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ bohar","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ bohar","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ bohar","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ campechanus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ campechanus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ campechanus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ campechanus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ erythropterus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ erythropterus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ erythropterus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ erythropterus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Sebastes _ ruberrimus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Sebastes _ ruberrimus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Sebastes _ ruberrimus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Sebastes _ ruberrimus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Centroberyx _ affinis","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Centroberyx _ affinis","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Centroberyx _ affinis","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Centroberyx _ affinis","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Centroberyx _ gerrardi","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Centroberyx _ gerrardi","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Centroberyx _ gerrardi","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Centroberyx _ gerrardi","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ carbunculus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ carbunculus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ carbunculus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ carbunculus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ jordani","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ jordani","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ jordani","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ jordani","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ lemniscatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ lemniscatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ lemniscatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ lemniscatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ malabaricus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ malabaricus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ malabaricus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ malabaricus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ monostigma","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ monostigma","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ monostigma","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ monostigma","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ sanguineus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ sanguineus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ sanguineus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ sanguineus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ sebae","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ sebae","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ sebae","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ sebae","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ vivanus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ vivanus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ vivanus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ vivanus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Rhomboplites _ aurorubens","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Rhomboplites _ aurorubens","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Rhomboplites _ aurorubens","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Rhomboplites _ aurorubens","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ gibbus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ gibbus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ gibbus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ gibbus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ dodecacanthoides","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ dodecacanthoides","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Lutjanus _ dodecacanthoides","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Lutjanus _ dodecacanthoides","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ coruscans","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ coruscans","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ coruscans","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ coruscans","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ oculatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ oculatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Etelis _ oculatus","Red snapper",2021,6,1,1,2,2,0,"gulf","Snappers",1.32,1.44,1.2,4,1.68
"Etelis _ oculatus","Red snapper",2021,6,1,1,2,2,0,"sava","Reef Fish",1.4,1.9,1.5,4,1.9
"Hyporthodus _ niveatus","Snowy grouper",2021,6,1,2,2,2,0,"gulf","Groupers",2.76,2.28,1.44,4,2.24
"Hyporthodus _ niveatus","Snowy grouper",2021,6,1,2,2,2,0,"sava","Deep Water Reef",2.4,2.7,1.5,4,2.9
"Hyporthodus _ niveatus","Snowy grouper",2021,6,1,2,2,2,0,"gulf","Groupers",2.76,2.28,1.44,4,2.24
"Hyporthodus _ niveatus","Snowy grouper",2021,6,1,2,2,2,0,"sava","Deep Water Reef",2.4,2.7,1.5,4,2.9
"Epinephelus _ coeruleopunctatus","Snowy grouper",2021,6,1,2,2,2,0,"gulf","Groupers",2.76,2.28,1.44,4,2.24
"Epinephelus _ coeruleopunctatus","Snowy grouper",2021,6,1,2,2,2,0,"sava","Deep Water Reef",2.4,2.7,1.5,4,2.9
