"scientific_name","stock_name","avg_p_score","avg_s_score","score"
"Oncorhynchus _ kisutch","Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon - Puget Sound: Hood Canal",2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon - Puget Sound: Skagit",2.42857142857143,1.84615384615385,2.13736263736264
"Oncorhynchus _ kisutch","Coho salmon - Puget Sound: Snohomish",2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon - Puget Sound: South Puget Sound Hatchery",2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon - Puget Sound: Stillaguamish",2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Grays Harbor",2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Hoh",2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Queets",2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Quillayute Fall",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Quillayute Summer Hatchery",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Quinault Hatchery",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Strait of Juan de Fuca",2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Willapa Bay Hatchery",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon - Washington Coast: Willapa Bay Natural",2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ tshawytscha","Chinook salmon - California Central Valley: Sacramento River Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - California Central Valley: Sacramento River Spring",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - California Central Valley: Sacramento River Winter",2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring",2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: North Lewis River Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Snake River Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Snake River Spring/Summer",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Upper River Bright Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Upper River Spring",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Upper River Summer",2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon - Columbia River Basin: Upper Willamette Spring",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Eastern North Pacific Far North Migrating",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Northern California Coast: California Coastal",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Northern California Coast: Klamath River Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Northern California Coast: Klamath River Spring",2.28571428571429,1.46153846153846,1.87362637362637
"Oncorhynchus _ tshawytscha","Chinook salmon - Oregon Coast: Central and Northern Oregon",2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon - Oregon Coast: Southern Oregon",2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Cedar River Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Green River Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Nisqually River Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Nooksack Spring Early",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Puyallup Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Skagit Spring",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Skagit Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Snohomish Summer/Fall",2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: Stillaguamish Summer/Fall",2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon - Puget Sound: White River Spring",2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Grays Harbor Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Grays Harbor Spring",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Hoh Fall",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Hoh Spring/Summer",2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Hoko Summer/Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Queets Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Queets Spring/Summer",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Quillayute Fall",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Quillayute Spring/Summer",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Quinault Fall Hatchery",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery",2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon - Washington Coast: Willapa Bay Fall Natural",2.28571428571429,1.76923076923077,2.02747252747253
"Ophiodon _ elongatus","Lingcod - Northern Pacific Coast",2.14285714285714,1.84615384615385,1.99450549450549
"Ophiodon _ elongatus","Lingcod - Southern Pacific Coast",2.14285714285714,1.84615384615385,1.99450549450549
"Pagrus _ pagrus","Red porgy - Southern Atlantic Coast",2.28571428571429,2,2.14285714285714
"Panulirus _ argus","Caribbean spiny lobster - Puerto Rico",2.07142857142857,2.38461538461538,2.22802197802198
"Panulirus _ argus","Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico",2.07142857142857,1.92307692307692,1.99725274725275
"Panulirus _ argus","Caribbean spiny lobster - St. Croix",2.07142857142857,2.38461538461538,2.22802197802198
"Panulirus _ argus","Caribbean spiny lobster - St. Thomas / St. John",2.07142857142857,2.38461538461538,2.22802197802198
"Paralichthys _ dentatus","Summer flounder - Mid-Atlantic Coast",2.64285714285714,2.30769230769231,2.47527472527473
"Paralithodes _ camtschaticus","Red king crab - Bristol Bay",2,2.30769230769231,2.15384615384615
"Paralithodes _ camtschaticus","Red king crab - Norton Sound",2,2.46153846153846,2.23076923076923
"Paralithodes _ camtschaticus","Red king crab - Pribilof Islands",2,2.07692307692308,2.03846153846154
"Paralithodes _ camtschaticus","Red king crab - Western Aleutian Islands",2,2.07692307692308,2.03846153846154
"Paralithodes _ platypus","Blue king crab - Pribilof Islands",2,2.15384615384615,2.07692307692308
"Paralithodes _ platypus","Blue king crab - Saint Matthew Island",2,2.30769230769231,2.15384615384615
"Parophrys _ vetulus","Bering Sea / Aleutian Islands Other Flatfish Complex",2,1.92307692307692,1.96153846153846
"Parophrys _ vetulus","English sole - Pacific Coast",2,2.23076923076923,2.11538461538462
"Parophrys _ vetulus","Gulf of Alaska Shallow Water Flatfish Complex",2,1.92307692307692,1.96153846153846
"Parupeneus _ insularis","Twosaddle goatfish - Main Hawaiian Islands",2.28571428571429,1.69230769230769,1.98901098901099
"Parupeneus _ porphyreus","Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands",2.28571428571429,1.69230769230769,1.98901098901099
"Patinopecten _ caurinus","Weathervane scallop - Alaska",2.07142857142857,2.15384615384615,2.11263736263736
"Peprilus _ triacanthus","Butterfish - Gulf of Maine / Cape Hatteras",2.57142857142857,2.23076923076923,2.4010989010989
"Placopecten _ magellanicus","Sea scallop - Northwestern Atlantic Coast",2,2.38461538461538,2.19230769230769
"Platichthys _ stellatus","Bering Sea / Aleutian Islands Other Flatfish Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Platichthys _ stellatus","Gulf of Alaska Shallow Water Flatfish Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Platichthys _ stellatus","Starry flounder - Northern Pacific Coast",2.21428571428571,1.76923076923077,1.99175824175824
"Platichthys _ stellatus","Starry flounder - Pacific Coast",2.21428571428571,2,2.10714285714286
"Platichthys _ stellatus","Starry flounder - Southern Pacific Coast",2.21428571428571,1.76923076923077,1.99175824175824
"Pleoticus _ robustus","Royal red shrimp - Gulf of Mexico",2.14285714285714,2,2.07142857142857
"Pleurogrammus _ monopterygius","Atka mackerel - Bering Sea / Aleutian Islands",1.92857142857143,2.23076923076923,2.07967032967033
"Pleurogrammus _ monopterygius","Atka mackerel - Gulf of Alaska",1.92857142857143,2,1.96428571428571
"Pleuronectes _ quadrituberculatus","Alaska plaice - Bering Sea / Aleutian Islands",1.85714285714286,2.23076923076923,2.04395604395604
"Pleuronectes _ quadrituberculatus","Gulf of Alaska Shallow Water Flatfish Complex",1.85714285714286,1.84615384615385,1.85164835164835
"Pleuronichthys _ decurrens","Bering Sea / Aleutian Islands Other Flatfish Complex",2.07142857142857,1.92307692307692,1.99725274725275
"Pollachius _ virens","Pollock - Gulf of Maine / Georges Bank",2.14285714285714,2.23076923076923,2.18681318681319
"Polyprion _ americanus","Wreckfish - Southern Atlantic Coast",1.5,2,1.75
"Pomatomus _ saltatrix","Bluefish - Atlantic Coast",2.57142857142857,2,2.28571428571429
"Prionace _ glauca","Blue shark - North Atlantic",1.71428571428571,2.15384615384615,1.93406593406593
"Prionace _ glauca","Blue shark - North Pacific",1.71428571428571,2.15384615384615,1.93406593406593
"Pristipomoides _ auricilla","Guam Bottomfish Multi-species Complex",2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ auricilla","Northern Mariana Islands Bottomfish Multi-species Complex",2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ filamentosus","Crimson jobfish - Main Hawaiian Islands",2,1.92307692307692,1.96153846153846
"Pristipomoides _ filamentosus","American Samoa Bottomfish Multi-species Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Guam Bottomfish Multi-species Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ filamentosus","Northern Mariana Islands Bottomfish Multi-species Complex",2.21428571428571,1.84615384615385,2.03021978021978
"Pristipomoides _ flavipinnis","American Samoa Bottomfish Multi-species Complex",2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ flavipinnis","Guam Bottomfish Multi-species Complex",2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ flavipinnis","Northern Mariana Islands Bottomfish Multi-species Complex",2.42857142857143,1.76923076923077,2.0989010989011
"Pristipomoides _ sieboldii","Guam Bottomfish Multi-species Complex",2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ sieboldii","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex",2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ sieboldii","Northern Mariana Islands Bottomfish Multi-species Complex",2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ zonatus","Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex",2.14285714285714,1.76923076923077,1.95604395604396
"Pristipomoides _ zonatus","American Samoa Bottomfish Multi-species Complex",2.42857142857143,1.69230769230769,2.06043956043956
"Pristipomoides _ zonatus","Guam Bottomfish Multi-species Complex",2.42857142857143,1.69230769230769,2.06043956043956
"Pristipomoides _ zonatus","Northern Mariana Islands Bottomfish Multi-species Complex",2.42857142857143,1.69230769230769,2.06043956043956
"Psettichthys _ melanostictus","Bering Sea / Aleutian Islands Other Flatfish Complex",1.85714285714286,1.92307692307692,1.89010989010989
"Psettichthys _ melanostictus","Gulf of Alaska Shallow Water Flatfish Complex",1.85714285714286,1.92307692307692,1.89010989010989
"Pseudopleuronectes _ americanus","Winter flounder - Georges Bank",2,2,2
"Pseudopleuronectes _ americanus","Winter flounder - Gulf of Maine",2,1.69230769230769,1.84615384615385
"Pseudopleuronectes _ americanus","Winter flounder - Southern New England / Mid-Atlantic",2,1.92307692307692,1.96153846153846
"Rachycentron _ canadum","Cobia - Gulf of Mexico",2.28571428571429,1.92307692307692,2.1043956043956
"Raja _ binoculata","Bering Sea / Aleutian Islands Skate Complex",1.92857142857143,2,1.96428571428571
"Raja _ binoculata","Big skate - Gulf of Alaska",1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ binoculata","Big skate - Pacific Coast",1.92857142857143,2.30769230769231,2.11813186813187
"Raja _ binoculata","Gulf of Alaska Skate Complex",1.92857142857143,2.07692307692308,2.00274725274725
"Raja _ eglanteria","Clearnose skate - Southern New England / Mid-Atlantic",1.92857142857143,2.38461538461538,2.15659340659341
"Raja _ rhina","Gulf of Alaska Skate Complex",1.85714285714286,2.07692307692308,1.96703296703297
"Raja _ rhina","Longnose skate - Gulf of Alaska",1.85714285714286,2,1.92857142857143
"Raja _ rhina","Longnose skate - Pacific Coast",1.85714285714286,2.53846153846154,2.1978021978022
"Ranina _ ranina","Spanner crab - Main Hawaiian Islands",2.14285714285714,2.07692307692308,2.10989010989011
"Reinhardtius _ hippoglossoides","Greenland halibut - Bering Sea / Aleutian Islands",1.78571428571429,2.46153846153846,2.12362637362637
"Rhizoprionodon _ terraenovae","Atlantic Small Coastal Shark Complex",2.35714285714286,1.84615384615385,2.10164835164835
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark - Atlantic",2.35714285714286,2.15384615384615,2.25549450549451
"Rhizoprionodon _ terraenovae","Atlantic sharpnose shark - Gulf of Mexico",2.35714285714286,2.15384615384615,2.25549450549451
"Rhomboplites _ aurorubens","Vermilion snapper - Gulf of Mexico",2.35714285714286,2.23076923076923,2.29395604395604
"Rhomboplites _ aurorubens","Vermilion snapper - Southern Atlantic Coast",2.35714285714286,2,2.17857142857143
"Salmo _ salar","Atlantic salmon - Gulf of Maine",2.64285714285714,1.92307692307692,2.28296703296703
"Sardinops _ sagax","Pacific sardine - Northern Subpopulation",2,1.92307692307692,1.96153846153846
"Scarus _ altipinnis","Filament-f inned parrotfish - Guam",1.85714285714286,1.76923076923077,1.81318681318681
"Scarus _ coelestinus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ coeruleus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ dubius","Regal parrotfish - Main Hawaiian Islands",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ guacamaia","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ iseri","Caribbean Parrotfishes Complex",2.21428571428571,1.69230769230769,1.9532967032967
"Scarus _ psittacus","Palenose parrotfish - Main Hawaiian Islands",2.42857142857143,1.61538461538462,2.02197802197802
"Scarus _ rubroviolaceus","Redlip parrotfish - Guam",2.14285714285714,1.69230769230769,1.91758241758242
"Scarus _ rubroviolaceus","Redlip parrotfish - Main Hawaiian Islands",2.14285714285714,1.61538461538462,1.87912087912088
"Scarus _ taeniopterus","Caribbean Parrotfishes Complex",1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ vetula","Caribbean Parrotfishes Complex",1.92857142857143,1.69230769230769,1.81043956043956
"Scomber _ japonicus","Pacific chub mackerel - Pacific Coast",2.35714285714286,1.69230769230769,2.02472527472527
"Scomber _ scombrus","Atlantic mackerel - Gulf of Maine / Cape Hatteras",1.85714285714286,1.92307692307692,1.89010989010989
"Scomberomorus _ cavalla","King mackerel - Gulf of Mexico",2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ cavalla","King mackerel - Southern Atlantic Coast",2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ maculatus","Spanish mackerel - Gulf of Mexico",2.5,2.07692307692308,2.28846153846154
"Scomberomorus _ maculatus","Spanish mackerel - Southern Atlantic Coast",2.5,2,2.25
"Scophthalmus _ aquosus","Windowpane - Gulf of Maine / Georges Bank",2.42857142857143,2,2.21428571428571
"Scophthalmus _ aquosus","Windowpane - Southern New England / Mid-Atlantic",2.42857142857143,2.07692307692308,2.25274725274725
"Scorpaena _ guttata","California scorpionfish - Southern California",2.07142857142857,2.23076923076923,2.1510989010989
"Scorpaenichthys _ marmoratus","Cabezon - California",2.07142857142857,2.07692307692308,2.07417582417582
"Scorpaenichthys _ marmoratus","Cabezon - Northern California",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Oregon",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Southern California",2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon - Washington",2.07142857142857,1.84615384615385,1.95879120879121
"Sebastes _ aleutianus","Aleutian Islands Blackspotted and Rougheye rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ aleutianus","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Pacific Coast Blackspotted and Rougheye Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish - Gulf of Alaska",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish - Pacific Coast",1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ alutus","Pacific ocean perch - Bering Sea / Aleutian Islands",1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ alutus","Pacific ocean perch - Gulf of Alaska",1.35714285714286,2.07692307692308,1.71703296703297
"Sebastes _ alutus","Pacific ocean perch - Pacific Coast",1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ auriculatus","Brown rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Aurora rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ babcocki","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ borealis","Shortraker rockfish - Bering Sea / Aleutian Islands",1.57142857142857,2.07692307692308,1.82417582417582
"Sebastes _ borealis","Shortraker rockfish - Gulf of Alaska",1.57142857142857,2.23076923076923,1.9010989010989
"Sebastes _ brevispinis","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ carnatus","Northern California Gopher / Black-and-Yellow Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ caurinus","Copper rockfish - Northern California",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Oregon",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Southern California",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish - Washington",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ chlorostictus","Greenspotted rockfish - Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ chrysomelas","Northern California Gopher / Black-and-Yellow Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crameri","Darkblotched rockfish - Pacific Coast",1.28571428571429,2.30769230769231,1.7967032967033
"Sebastes _ crameri","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Vermilion and Sunset Rockfish Complex - Southern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Vermilion and Sunset rockfish Complex - Northern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diaconus","California Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ diaconus","Oregon Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ diploproa","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diploproa","Splitnose rockfish - Pacific Coast",1.28571428571429,2,1.64285714285714
"Sebastes _ elongatus","Greenstriped rockfish - Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ elongatus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ entomelas","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ entomelas","Widow rockfish - Pacific Coast",1.28571428571429,2.15384615384615,1.71978021978022
"Sebastes _ fasciatus","Acadian redfish - Gulf of Maine / Georges Bank",1.71428571428571,2.53846153846154,2.12637362637363
"Sebastes _ flavidus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ flavidus","Yellowtail rockfish - Northern Pacific Coast",1.28571428571429,2.07692307692308,1.68131868131868
"Sebastes _ flavidus","Yellowtail rockfish - Southern Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ goodei","Chilipepper - Southern Pacific Coast",1.35714285714286,2,1.67857142857143
"Sebastes _ goodei","Gulf of Alaska Other Rockfish Complex",1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ helvomaculatus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ hopkinsi","Squarespot rockfish - Pacific Coast",1.57142857142857,1.92307692307692,1.74725274725275
"Sebastes _ jordani","Gulf of Alaska Other Rockfish Complex",1.5,1.76923076923077,1.63461538461538
"Sebastes _ jordani","Shortbelly rockfish - Pacific Coast",1.5,1.84615384615385,1.67307692307692
"Sebastes _ levis","Cowcod - Southern California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ maliger","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - Oregon",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish - Washington",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanops","Black rockfish - California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanops","Black rockfish - Northern Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Oregon",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Southern Pacific Coast",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish - Washington",1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanostictus","Aleutian Islands Blackspotted and Rougheye rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ melanostictus","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Pacific Coast Blackspotted and Rougheye Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostomus","Blackgill rockfish - Southern California",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanostomus","Gulf of Alaska Other Rockfish Complex",1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ miniatus","Gulf of Alaska Other Rockfish Complex",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion and Sunset Rockfish Complex - Southern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion and Sunset rockfish Complex - Northern California",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish - Oregon",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish - Washington",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ mystinus","Blue rockfish - Southern California",1.5,1.84615384615385,1.67307692307692
"Sebastes _ mystinus","California Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ mystinus","Oregon Blue and Deacon Rockfish Complex",1.5,1.92307692307692,1.71153846153846
"Sebastes _ nebulosus","China rockfish - Central Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish - Northern Pacific Coast",1.28571428571429,1.92307692307692,1.6043956043956
