Stock.Name,Jurisdiction,FMP,Science.Center,Regional.Ecosystem,Common.Name,Stock.Area,Assessment.Level,Model.Category,F.Flimit,F.Fmsy,B.Blimit,B.Bmsy,Genus,Species,overfishing,overfished,scientific_name,Mean.Gap,Exposure,Sensitivity,Loo,tmax,tm,M,h,r,Fmsy_over_M,Assessment.Level_scored,Model.Category_scored,status,scored_gap,avg_p_score,avg_s_score,distance,family,phylopic_uuid
Yellowtail flounder - Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Yellowtail flounder,Georges Bank,NA,2,0.090000004,0.090000004,NA,NA,Limanda,ferruginea,Unknown,Unknown,Limanda ferruginea,0.5,NA,NA,3,2,2,2,3,2,3,NA,3,NA,1,2.333333333,2.333333333,1.490711985,Pleuronectidae,4db55c0c-77b6-48f8-b7b6-1e5ff9c73787
Little skate - Georges Bank / Southern New England,NEFMC,Northeast Skate Complex,NEFSC,Northeast Shelf,Little skate,Georges Bank / Southern New England,NA,2,1.004999995,NA,1.159999967,0.579999983,Leucoraja,erinacea,Unknown,Unknown,Leucoraja erinacea,1.25,NA,NA,3,2,1,2,1,1,1,NA,3,NA,1,1.666666667,1.666666667,1.490711985,Rajidae,f1c15c22-db53-4753-837e-5bb439c591fa
Smooth skate - Gulf of Maine,NEFMC,Northeast Skate Complex,NEFSC,Northeast Shelf,Smooth skate,Gulf of Maine,NA,2,0.587000012,NA,1.332999945,0.69599998,Malacoraja,senta,Unknown,Unknown,Malacoraja senta,1.25,NA,NA,2,2,1,2,1,1,2,NA,3,NA,1,1.5,2,1.802775638,Rajidae,64a73abe-8561-4adb-93f5-1a650294ac6b
Thorny skate - Gulf of Maine,NEFMC,Northeast Skate Complex,NEFSC,Northeast Shelf,Thorny skate,Gulf of Maine,NA,2,0.986999989,NA,0.071000002,0.035,Amblyraja,radiata,Unknown,Unknown,Amblyraja radiata,1.25,NA,NA,2,2,1,1,2,1,2,NA,3,NA,1,1.5,2,1.802775638,Rajidae,0596f8ce-e9a5-4481-9982-ad7599fc2cba
Winter skate - Georges Bank / Southern New England,NEFMC,Northeast Skate Complex,NEFSC,Northeast Shelf,Winter skate,Georges Bank / Southern New England,NA,2,1.014999986,NA,2.243000031,1.120000005,Leucoraja,ocellata,Unknown,Unknown,Leucoraja ocellata,1.25,NA,NA,2,2,1,2,1,1,1,NA,3,NA,1,1.5,1.666666667,1.6414763,Rajidae,525c6fd5-3ff0-4ad6-892a-7c35c774c2b1
Spiny dogfish - Atlantic Coast,NEFMC / MAFMC,Spiny Dogfish,NEFSC,Northeast Shelf,Spiny dogfish,Atlantic Coast,4,5,0.800000012,0.800000012,2.029999971,1.014999986,Squalus,acanthias,No,No,Squalus acanthias,0.25,2,3,2,2,1,1,1,1,1,1,1,1,1,1.571428571,1.2,1.442503493,Squalidae,3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3
Greenland halibut - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Greenland halibut,Bering Sea / Aleutian Islands,NA,6,0.226999998,0.226999998,NA,1.488999963,Reinhardtius,hippoglossoides,No,No,Reinhardtius hippoglossoides,NA,NA,NA,2,1,1,1,3,2,3,NA,1,1,NA,1.666666667,1.666666667,1.490711985,Pleuronectidae,09c229b0-f9ae-400c-ab1c-906d054f6f46
Pacific ocean perch - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Pacific ocean perch,Bering Sea / Aleutian Islands,NA,6,0.674000025,0.674000025,NA,1.600000024,Sebastes,alutus,No,No,Sebastes alutus,NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.428571429,1.25,1.591190672,Scorpaenidae,5d6d6109-ab41-4b83-bb30-ebe6e1c6d076
Walleye pollock - Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Walleye pollock,Aleutian Islands,NA,6,0.016000001,0.017999999,NA,1.309000015,Gadus,predictive,No,No,Gadus chalcogrammus,NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,Gadidae,dab8c606-129e-482a-8a57-100fe652a6c8
Walleye pollock - Eastern Bering Sea,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Walleye pollock,Eastern Bering Sea,4,6,0.73299998,0.626999974,NA,1.373000026,Gadus,predictive,No,No,Gadus chalcogrammus,NA,NA,NA,2,2,2,2,3,2,3,1,1,1,NA,2.166666667,1.666666667,1.067187373,Gadidae,dab8c606-129e-482a-8a57-100fe652a6c8
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area / Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Sablefish,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,NA,6,0.683000028,0.55400002,NA,1.491999984,Anoplopoma,fimbria,Unknown,Unknown,Anoplopoma fimbria,0.25,1,3,2,2,1,2,1,1,1,NA,1,NA,1,1.714285714,1,1.285714286,Anoplopomatidae,4311ad49-7c31-4dc4-b189-f28d8515cc48
Big skate - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Big skate,Gulf of Alaska,NA,2,0.270000011,0.270000011,NA,NA,Raja,binoculata,Unknown,Unknown,Raja binoculata,NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,Rajidae,6b1b1dec-5ca1-4854-8ad0-7e394392c6a1
Pacific ocean perch - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Pacific ocean perch,Gulf of Alaska,NA,6,0.566999972,0.566999972,NA,1.914000034,Sebastes,alutus,No,No,Sebastes alutus,NA,1,2,3,1,1,1,1,1,2,NA,1,1,NA,1.428571429,1.25,1.591190672,Scorpaenidae,5d6d6109-ab41-4b83-bb30-ebe6e1c6d076
Rex sole - Eastern Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rex sole,Eastern Gulf of Alaska,NA,6,0,0,NA,2.79399991,Glyptocephalus,zachirus,Unknown,Unknown,Glyptocephalus zachirus,NA,NA,NA,3,2,1,2,2,2,3,NA,1,NA,NA,2,2,1.414213562,Pleuronectidae,e32383d9-7c0f-46fc-8318-cc195eb48fae
Rex sole - Western / Central Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rex sole,Western / Central Gulf of Alaska,NA,6,0.017999999,0.017999999,NA,2.183000088,Glyptocephalus,zachirus,Unknown,Unknown,Glyptocephalus zachirus,NA,NA,NA,3,2,1,2,2,2,3,NA,1,NA,NA,2,2,1.414213562,Pleuronectidae,e32383d9-7c0f-46fc-8318-cc195eb48fae
Walleye pollock - Southeast Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Walleye pollock,Southeast Gulf of Alaska,3,2,0,0,NA,NA,Gadus,predictive,Unknown,Unknown,Gadus chalcogrammus,NA,NA,NA,2,2,2,2,3,2,3,2,3,NA,NA,2.166666667,3,2.166666667,Gadidae,dab8c606-129e-482a-8a57-100fe652a6c8
Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Walleye pollock,Western / Central / West Yakutat Gulf of Alaska,NA,6,0.745000005,0.579999983,NA,1.934000015,Gadus,predictive,No,No,Gadus chalcogrammus,NA,NA,NA,2,2,2,2,3,2,3,NA,1,1,NA,2.166666667,1.666666667,1.067187373,Gadidae,dab8c606-129e-482a-8a57-100fe652a6c8
Black rockfish - Oregon,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Black rockfish,Oregon,NA,6,1.138000011,1.138000011,1.809000015,1.131000042,Sebastes,melanops,Unknown,Unknown,Sebastes melanops,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,d0bde1d1-e52f-4d4e-828c-1641836dfb16
Black rockfish - Point Conception / Oregon Border,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Black rockfish,Point Conception / Oregon Border,NA,6,0.69599998,0.69599998,1.682999969,1.050999999,Sebastes,melanops,Unknown,Unknown,Sebastes melanops,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,d0bde1d1-e52f-4d4e-828c-1641836dfb16
Black rockfish - South of Point Conception,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Black rockfish,South of Point Conception,NA,6,1.082000017,1.082000017,1.457000017,0.911000013,Sebastes,melanops,Unknown,Unknown,Sebastes melanops,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,d0bde1d1-e52f-4d4e-828c-1641836dfb16
Black rockfish - Washington,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Black rockfish,Washington,NA,6,0.74000001,0.74000001,1.805999994,1.128999949,Sebastes,melanops,Unknown,Unknown,Sebastes melanops,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,d0bde1d1-e52f-4d4e-828c-1641836dfb16
Rex sole - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Rex sole,Pacific Coast,3,6,0.199000001,0.199000001,6.090000153,3.045000076,Glyptocephalus,zachirus,Unknown,No,Glyptocephalus zachirus,NA,NA,NA,3,2,1,2,2,2,3,2,1,2,NA,2,2,1.414213562,Pleuronectidae,e32383d9-7c0f-46fc-8318-cc195eb48fae
Sablefish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Sablefish,Pacific Coast,NA,6,0.531000018,0.531000018,2.519999981,1.575000048,Anoplopoma,fimbria,No,No,Anoplopoma fimbria,0.75,1,3,2,2,1,2,1,1,1,NA,1,1,1,1.714285714,1,1.285714286,Anoplopomatidae,4311ad49-7c31-4dc4-b189-f28d8515cc48
Widow rockfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Widow rockfish,Pacific Coast,NA,6,0.853999972,0.853999972,3.677999973,2.299000025,Sebastes,entomelas,No,No,Sebastes entomelas,1,NA,NA,3,1,1,1,2,1,3,NA,1,1,1,1.5,1.5,1.58113883,Scorpaenidae,9df00a50-9103-4967-a509-25316d886a61
Pink salmon - Puget Sound,PFMC,Pacific Coast Salmon,NWFSC / SWFSC,California Current,Pink salmon,Puget Sound,1,3,NA,NA,8.380000114,4.190000057,Oncorhynchus,gorbuscha,Unknown,Unknown,Oncorhynchus gorbuscha,0,1,2,2,3,2,3,2,3,3,NA,2,NA,1,2.428571429,1.75,0.942884199,Salmonidae,5ffc1b34-6602-4f2a-a9e1-9078d7c43627
Black sea bass - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Black sea bass,Southern Atlantic Coast,4,6,0.79400003,0.79400003,0.451000005,0.282000005,Centropristis,striata,No,No,Centropristis striata,1.25,2,2,3,3,2,3,3,3,3,1,1,1,1,2.714285714,1.6,0.664554477,Serranidae,eb6f54bf-3182-4d3a-9f16-602759c76db0
Albacore - North Pacific,WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Albacore,North Pacific,4,6,3.596999884,3.596999884,5.833000183,3.032999992,Thunnus,alalunga,Unknown,Unknown,Thunnus alalunga,0.25,NA,NA,1,2,1,2,2,2,3,1,1,NA,1,1.666666667,1.666666667,1.490711985,Scombridae,576e4c83-ba51-446a-9d6f-3c03ed4986e0
Blue shark - Pacific,WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Blue shark,Pacific,NA,5,NA,0.433999985,NA,1.113000035,Prionace,glauca,Unknown,Unknown,Prionace glauca,NA,NA,NA,1,2,1,1,1,1,1,NA,1,NA,NA,1.166666667,1,1.833333333,Carcharhinidae,1df40b67-6182-4938-8940-6d33f0b0db27
Striped marlin - Central Western Pacific,WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Striped marlin,Central Western Pacific,NA,5,1.282999992,1.078999996,0.463,0.58099997,Kajikia,audax,Unknown,Unknown,Kajikia audax,NA,1,3,1,2,2,3,1,2,1,NA,1,NA,NA,2,1,1,Istiophoridae,495d8372-dc7a-44b6-b8e4-3b462672d71f
Yellowfin tuna - Central Western Pacific,WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Yellowfin tuna,Central Western Pacific,NA,5,0.513999999,0.513999999,2.414999962,2.309999943,Thunnus,albacares,Unknown,Unknown,Thunnus albacares,NA,1,3,1,3,2,3,2,2,3,NA,1,NA,NA,2.285714286,1.666666667,0.977061168,Scombridae,47bb7c53-4c69-4805-b067-5e7ac1d75ef9
Skipjack tuna - Western Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Skipjack tuna,Western Atlantic,NA,5,NA,0.409999996,NA,1.600000024,Katsuwonus,pelamis,Unknown,Unknown,Katsuwonus pelamis,1.25,1,3,2,3,3,3,2,3,3,NA,1,NA,1,2.714285714,1.5,0.575875553,Scombridae,873041a2-591a-4238-8a14-6073ef43e369
Swordfish - North Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Swordfish,North Atlantic,NA,5,NA,0.800000012,NA,1.080000043,Xiphias,gladius,Unknown,Unknown,Xiphias gladius,1,1,3,1,2,1,2,2,2,3,NA,1,NA,1,1.857142857,1.5,1.247446371,Xiphiidae,c892eff7-52de-46cf-b056-5cd4496ed47f
Gray snapper - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Gray snapper,Gulf of Mexico,4,6,0.561999977,0.561999977,3.690999985,1.845000029,Lutjanus,griseus,No,No,Lutjanus griseus,0.75,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1.6,1.166190379,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Butterfish - Gulf of Maine / Cape Hatteras,MAFMC,"Mackerel, Squid and Butterfish",NEFSC,Northeast Shelf,Butterfish,Gulf of Maine / Cape Hatteras,5,6,NA,0.028999999,3.540999889,1.769999981,Peprilus,triacanthus,No,No,Peprilus triacanthus,0.25,1,3,3,3,3,3,3,3,3,1,1,1,1,3,1.4,0.4,Stromateidae,0824b100-e616-4a6c-983e-4d8d0f0282ba
Atlantic herring - Northwestern Atlantic Coast,NEFMC,Atlantic Herring,NEFSC,Northeast Shelf,Atlantic herring,Northwestern Atlantic Coast,NA,6,0.305999994,0.305999994,0.421000004,0.209999993,Clupea,harengus,No,Yes,Clupea harengus,0.75,NA,NA,3,2,1,2,2,2,3,NA,1,3,1,2,2,1.414213562,Clupeidae,381e7e19-bb44-4432-85ce-627f05d159a3
American plaice - Gulf of Maine / Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,American plaice,Gulf of Maine / Georges Bank,NA,6,0.108999997,0.108999997,2.032999992,0.986999989,Hippoglossoides,platessoides,No,No,Hippoglossoides platessoides,0.75,NA,NA,2,2,1,1,3,2,3,NA,1,1,1,1.833333333,1.5,1.269295518,Pleuronectidae,b1d9363d-7ba2-4eda-9998-f45cd6d703f1
Haddock - Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Haddock,Georges Bank,NA,6,0.547999978,0.547999978,1.319000006,0.658999979,Melanogrammus,aeglefinus,No,No,Melanogrammus aeglefinus,0.75,1,3,2,2,2,2,2,2,3,NA,1,1,1,2.142857143,1.4,0.945882592,Gadidae,0a3f06b7-a093-46e5-9298-268768d83046
Haddock - Gulf of Maine,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Haddock,Gulf of Maine,NA,6,1.108999968,1.108999968,5.399000168,2.698999882,Melanogrammus,aeglefinus,Yes,No,Melanogrammus aeglefinus,1,1,3,2,2,2,2,2,2,3,NA,1,3,1,2.142857143,1.8,1.172473402,Gadidae,0a3f06b7-a093-46e5-9298-268768d83046
Ocean pout - Northwestern Atlantic Coast,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Ocean pout,Northwestern Atlantic Coast,1,2,0.307999998,0.307999998,0.105999999,0.052999999,Zoarces,americanus,Unknown,Unknown,Zoarces americanus,1.25,NA,NA,2,2,1,2,2,2,3,NA,3,NA,1,1.833333333,2.333333333,1.771690969,Zoarcidae,3f0c2328-2eb5-4e7a-ad8a-44ab5ab72822
Pollock - Gulf of Maine / Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Pollock,Gulf of Maine / Georges Bank,NA,6,0.221000001,0.221000001,3.811000109,1.906000018,Pollachius,virens,No,No,Pollachius virens,0.25,1,3,2,2,1,2,3,2,3,NA,1,1,1,2.142857143,1.4,0.945882592,Gadidae,b5f46e3c-63cb-40ad-b1ef-03a368142fa5
White hake - Gulf of Maine / Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,White hake,Gulf of Maine / Georges Bank,NA,6,0.646000028,0.646000028,1.383000016,0.691999972,Urophycis,tenuis,Unknown,Unknown,Urophycis tenuis,0.75,NA,NA,2,2,1,1,3,2,3,NA,1,NA,1,1.833333333,1.666666667,1.343709625,Gadidae,fa73af94-1d5e-476d-8a33-245250039f27
Winter flounder - Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Winter flounder,Georges Bank,NA,4,0.167999998,0.167999998,1.200000048,0.600000024,Pseudopleuronectes,americanus,No,No - Rebuilding,Pseudopleuronectes americanus,1.25,NA,NA,3,2,2,2,3,3,3,NA,2,1,1,2.5,1.75,0.901387819,Pleuronectidae,83fae06d-c93d-41d6-9080-82734bc59163
Winter flounder - Gulf of Maine,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Winter flounder,Gulf of Maine,1,2,0.225999996,NA,NA,NA,Pseudopleuronectes,americanus,No,Unknown,Pseudopleuronectes americanus,1.5,NA,NA,3,2,2,2,3,3,3,NA,3,2,1,2.5,2.25,1.346291202,Pleuronectidae,83fae06d-c93d-41d6-9080-82734bc59163
Winter flounder - Southern New England / Mid-Atlantic,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Winter flounder,Southern New England / Mid-Atlantic,4,6,0.230000004,0.230000004,2.023999929,1.011999965,Pseudopleuronectes,americanus,Unknown,Unknown,Pseudopleuronectes americanus,1,NA,NA,3,2,2,2,3,3,3,1,1,NA,1,2.5,1.666666667,0.833333333,Pleuronectidae,83fae06d-c93d-41d6-9080-82734bc59163
Witch flounder - Northwestern Atlantic Coast,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Witch flounder,Northwestern Atlantic Coast,NA,2,NA,NA,NA,NA,Glyptocephalus,cynoglossus,Unknown,Unknown,Glyptocephalus cynoglossus,1.25,NA,NA,3,2,1,2,2,2,3,NA,3,NA,1,2,2.333333333,1.666666667,Pleuronectidae,ecf32e52-2a7a-4faa-a490-c32c79d72295
Yellowtail flounder - Cape Cod / Gulf of Maine,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Yellowtail flounder,Cape Cod / Gulf of Maine,NA,4,0.323000014,0.323000014,1.993000031,0.996999979,Limanda,ferruginea,No,No,Limanda ferruginea,0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,Pleuronectidae,4db55c0c-77b6-48f8-b7b6-1e5ff9c73787
Yellowtail flounder - Southern New England / Mid-Atlantic,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Yellowtail flounder,Southern New England / Mid-Atlantic,NA,6,0.234999999,0.234999999,0.082000002,0.041000001,Limanda,ferruginea,Unknown,Unknown,Limanda ferruginea,0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,Pleuronectidae,4db55c0c-77b6-48f8-b7b6-1e5ff9c73787
Goosefish - Gulf of Maine / Northern Georges Bank,NEFMC / MAFMC,Monkfish,NEFSC,Northeast Shelf,Goosefish,Gulf of Maine / Northern Georges Bank,NA,2,NA,NA,NA,NA,Lophius,americanus,Unknown,Unknown,Lophius americanus,0.25,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.333333333,1.666666667,Lophiidae,377ff6cb-44b1-4c84-b4b4-4ae5cd63b960
Goosefish - Southern Georges Bank / Mid-Atlantic,NEFMC / MAFMC,Monkfish,NEFSC,Northeast Shelf,Goosefish,Southern Georges Bank / Mid-Atlantic,NA,2,0.414000005,NA,NA,NA,Lophius,americanus,Unknown,Unknown,Lophius americanus,0.25,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.333333333,1.666666667,Lophiidae,377ff6cb-44b1-4c84-b4b4-4ae5cd63b960
Walleye pollock - Bogoslof,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Walleye pollock,Bogoslof,NA,2,0,0,NA,NA,Gadus,predictive,No,Unknown,Gadus chalcogrammus,NA,NA,NA,2,2,2,2,3,2,3,NA,3,2,NA,2.166666667,2.666666667,1.863389981,Gadidae,dab8c606-129e-482a-8a57-100fe652a6c8
North Pacific spiny dogfish - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,North Pacific spiny dogfish,Gulf of Alaska,NA,2,0.397000015,0.397000015,NA,NA,Squalus,suckleyi,Unknown,Unknown,Squalus suckleyi,NA,NA,NA,2,1,1,1,1,1,1,NA,3,NA,NA,1.166666667,2,2.088327348,Squalidae,725bfe62-4c36-4a1d-8a18-68ff5dc10491
Chinook salmon - Eastern North Pacific Far North Migrating,NPFMC,Salmon Fisheries in the EEZ off the Coast of Alaska,AFSC,Alaska Ecosystem Complex,Chinook salmon,Eastern North Pacific Far North Migrating,4,2,0.883000016,NA,2.697000027,1.34800005,Oncorhynchus,tshawytscha,Unknown,Unknown,Oncorhynchus tshawytscha,1,1,2,2,3,2,3,2,3,3,1,3,NA,1,2.428571429,2,1.151751107,Salmonidae,9150be88-6910-4374-aa54-a7f8f3d79fb6
Northern anchovy - Southern Pacific Coast,PFMC,Coastal Pelagic Species,SWFSC,California Current,Northern anchovy,Southern Pacific Coast,NA,6,0.02,0.02,NA,NA,Engraulis,mordax,No,Unknown,Engraulis mordax,0.5,NA,NA,3,3,3,3,2,3,3,NA,1,2,1,2.833333333,1.75,0.768295371,Engraulidae,9afe14fa-dc5e-45b0-ab69-e1e77b04c4df
Skipjack tuna - Central Western Pacific,WPFMC,U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Skipjack tuna,Central Western Pacific,NA,5,NA,0.349999994,2.513000011,2.880000114,Katsuwonus,pelamis,Unknown,Unknown,Katsuwonus pelamis,NA,1,3,2,3,3,3,2,3,3,NA,1,NA,NA,2.714285714,1.666666667,0.725311724,Scombridae,873041a2-591a-4238-8a14-6073ef43e369
Bluefin tuna - Western Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Bluefin tuna,Western Atlantic,NA,6,0.533999979,0.533999979,NA,NA,Thunnus,thynnus,Unknown,Unknown,Thunnus thynnus,1,NA,NA,1,2,1,1,2,1,3,NA,1,NA,1,1.333333333,1.666666667,1.795054936,Scombridae,16989401-0080-4502-828d-e85a45a262be
Porbeagle - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Porbeagle,Atlantic,4,1,NA,0.412999988,NA,0.569999993,Lamna,nasus,Unknown,Unknown,Lamna nasus,NA,1,3,1,1,1,1,1,1,1,1,3,NA,NA,1.285714286,1.666666667,1.839353135,Lamnidae,acbadb56-3f1a-4d4c-8924-a824251711ef
Greater amberjack - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Greater amberjack,Gulf of Mexico,4,6,1.725999951,1.725999951,0.684000015,0.342000008,Seriola,dumerili,Unknown,Unknown,Seriola dumerili,1.75,2,3,1,2,2,3,2,2,3,1,1,NA,1,2.142857143,1.75,1.138944194,Carangidae,d95d697f-e9a8-4f6c-a746-a7bb76cb98db
Black sea bass - Mid-Atlantic Coast,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NEFSC,Northeast Shelf,Black sea bass,Mid-Atlantic Coast,NA,6,0.84799999,0.84799999,4.123000145,2.061000109,Centropristis,striata,No,No,Centropristis striata,1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,Serranidae,eb6f54bf-3182-4d3a-9f16-602759c76db0
Atlantic cod - Georges Bank,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Atlantic cod,Georges Bank,NA,2,NA,NA,NA,NA,Gadus,morhua,Unknown,Unknown,Gadus morhua,1.25,NA,NA,2,2,2,2,3,2,3,NA,3,NA,1,2.166666667,2.333333333,1.572330189,Gadidae,bba1800a-dd86-451d-a79b-c5944cfe5231
Atlantic cod - Gulf of Maine,NEFMC,Northeast Multispecies,NEFSC,Northeast Shelf,Atlantic cod,Gulf of Maine,NA,6,NA,NA,NA,NA,Gadus,morhua,Unknown,Unknown,Gadus morhua,1.25,NA,NA,2,2,2,2,3,2,3,NA,1,NA,1,2.166666667,1.666666667,1.067187373,Gadidae,bba1800a-dd86-451d-a79b-c5944cfe5231
Lingcod - Northern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Lingcod,Northern Pacific Coast,NA,6,0.261999995,0.261999995,2.565999985,1.603999972,Ophiodon,elongatus,No,No,Ophiodon elongatus,NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,Hexagrammidae,96273a43-84d7-477a-9132-0c3f01565a57
Lingcod - Southern Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Lingcod,Southern Pacific Coast,NA,6,0.351000011,0.351000011,1.575000048,0.985000014,Ophiodon,elongatus,No,No,Ophiodon elongatus,NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,Hexagrammidae,96273a43-84d7-477a-9132-0c3f01565a57
Spiny dogfish - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Spiny dogfish,Pacific Coast,NA,6,0.432000011,0.432000011,1.672000051,1.044999957,Squalus,acanthias,No,No,Squalus acanthias,NA,2,3,2,2,1,1,1,1,1,NA,1,1,NA,1.571428571,1.25,1.450281465,Squalidae,3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3
Albacore - South Pacific,WPFMC,Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem,PIFSC,Pacific Highly Migratory,Albacore,South Pacific,4,5,NA,0.270000011,3.339999914,NA,Thunnus,alalunga,Unknown,Unknown,Thunnus alalunga,0,NA,NA,1,2,1,2,2,2,3,1,1,NA,1,1.666666667,1.666666667,1.490711985,Scombridae,576e4c83-ba51-446a-9d6f-3c03ed4986e0
