"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance","family","phylopic_uuid","Survey.Ecosystem","survey"
"Black grouper - Southern Atlantic Coast / Gulf of Mexico","SAFMC / GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico","SEFSC","Southeast Shelf / Gulf of Mexico","Black grouper","",4,NA,0.5,0.5,1.618999958,1.399999976,"Mycteroperca","bonaci","Unknown","Unknown","Mycteroperca bonaci",1.5,2,2,2,2,1,2,2,2,3,1,1,NA,1,1.857142857,1.75,1.366975658,"Serranidae","831e700e-8c3a-4505-8e98-4deb75b36fdc","Gulf of Mexico","Dry Tortugas Reef Fish Visual Census (RVC)"
"Black grouper - Southern Atlantic Coast / Gulf of Mexico","SAFMC / GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico","SEFSC","Southeast Shelf / Gulf of Mexico","Black grouper","",4,NA,0.5,0.5,1.618999958,1.399999976,"Mycteroperca","bonaci","Unknown","Unknown","Mycteroperca bonaci",1.5,2,2,2,2,1,2,2,2,3,1,1,NA,1,1.857142857,1.75,1.366975658,"Serranidae","831e700e-8c3a-4505-8e98-4deb75b36fdc","Southeast Shelf","Florida Keys/Southeast Reef Fish Visual Census (RVC)"
"Black grouper - Southern Atlantic Coast / Gulf of Mexico","SAFMC / GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico","SEFSC","Southeast Shelf / Gulf of Mexico","Black grouper","",4,NA,0.5,0.5,1.618999958,1.399999976,"Mycteroperca","bonaci","Unknown","Unknown","Mycteroperca bonaci",1.5,2,2,2,2,1,2,2,2,3,1,1,NA,1,1.857142857,1.75,1.366975658,"Serranidae","831e700e-8c3a-4505-8e98-4deb75b36fdc","Gulf of Mexico","Gulf of Mexico Pelagic Longline"
"Guam Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Rusty jobfish","",3,3,0.681999981,0.681999981,1.146999955,0.802999973,"Aphareus","rutilans","Unknown","Unknown","Aphareus rutilans",3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.142857143,2.25,1.515649655,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"Gulf of Alaska Sculpin Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yellow irish lord","",NA,2,0.108999997,0.108999997,NA,NA,"Hemilepidotus","jordani","Unknown","Unknown","Hemilepidotus jordani",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rock sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta polyxystra",NA,1,3,3,2,2,2,3,2,3,1,1,NA,NA,2.428571429,1.666666667,0.878051853,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84",NA,NA
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Squirrelfish snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Etelis","carbunculus","Unknown","Unknown","Etelis carbunculus",3.5,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee","Pacific Islands Ecosystem Complex","Main Hawaiian Island (MHI) Insular Bottomfish Survey (Cooperative Research)"
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Rusty jobfish","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Aphareus","rutilans","Unknown","Unknown","Aphareus rutilans",3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.142857143,2.25,1.515649655,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Green jobfish","",3,3,2.75,1.399999976,0.537,0.379999995,"Aprion","virescens","Unknown","Unknown","Aprion virescens",3,1,3,2,3,2,3,3,3,3,2,2,NA,3,2.714285714,2.25,1.282237362,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Black trevally","",3,3,2.75,1.399999976,0.537,0.379999995,"Caranx","lugubris","Unknown","Unknown","Caranx lugubris",3,NA,NA,2,2,2,3,3,3,3,2,2,NA,3,2.5,2.666666667,1.740051085,"Carangidae","0eb09006-b566-4cf4-8767-ffab6f4ecfc1",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Ruby snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Etelis","carbunculus","Unknown","Unknown","Etelis carbunculus",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Flame snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Etelis","coruscans","Unknown","Unknown","Etelis coruscans",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.666666667,2.666666667,2.134374746,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Redgill emperor","",3,3,2.75,1.399999976,0.537,0.379999995,"Lethrinus","rubrioperculatus","Unknown","Unknown","Lethrinus rubrioperculatus",3,NA,NA,3,2,2,2,2,2,3,2,2,NA,3,2.166666667,2.666666667,1.863389981,"Lethrinidae",NA,NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Yelloweye snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","flavipinnis","Unknown","Unknown","Pristipomoides flavipinnis",3,NA,NA,3,3,3,3,3,3,3,2,2,NA,3,3,2.666666667,1.666666667,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Oblique-banded snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","zonatus","Unknown","Unknown","Pristipomoides zonatus",3,1,3,3,2,2,3,3,3,3,2,2,NA,3,2.714285714,2.25,1.282237362,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Pink snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","filamentosus","Unknown","Unknown","Pristipomoides filamentosus",3,1,3,2,2,2,2,3,2,3,2,2,NA,3,2.285714286,2.25,1.439688884,"Lutjanidae","107de00e-8571-4caf-b7dc-16476796dfee",NA,NA
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Lyretail grouper","",3,3,2.75,1.399999976,0.537,0.379999995,"Variola","louti","Unknown","Unknown","Variola louti",3,NA,NA,2,2,1,3,3,3,3,2,2,NA,3,2.333333333,2.666666667,1.795054936,"Serranidae","831e700e-8c3a-4505-8e98-4deb75b36fdc",NA,NA
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butter sole","",NA,2,0.166999996,0.166999996,NA,NA,"Isopsetta","isolepis","Unknown","Unknown","Isopsetta isolepis",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butter sole","",NA,2,0.166999996,0.166999996,NA,NA,"Isopsetta","isolepis","Unknown","Unknown","Isopsetta isolepis",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Curlfin sole","",NA,2,0.166999996,0.166999996,NA,NA,"Pleuronichthys","decurrens","Unknown","Unknown","Pleuronichthys decurrens",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Curlfin sole","",NA,2,0.166999996,0.166999996,NA,NA,"Pleuronichthys","decurrens","Unknown","Unknown","Pleuronichthys decurrens",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea sole","",NA,2,0.166999996,0.166999996,NA,NA,"Embassichthys","bathybius","Unknown","Unknown","Embassichthys bathybius",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea sole","",NA,2,0.166999996,0.166999996,NA,NA,"Embassichthys","bathybius","Unknown","Unknown","Embassichthys bathybius",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","English sole","",NA,2,0.166999996,0.166999996,NA,NA,"Parophrys","vetulus","Unknown","Unknown","Parophrys vetulus",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","English sole","",NA,2,0.166999996,0.166999996,NA,NA,"Parophrys","vetulus","Unknown","Unknown","Parophrys vetulus",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longhead dab","",NA,2,0.166999996,0.166999996,NA,NA,"Limanda","proboscidea","Unknown","Unknown","Limanda proboscidea",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longhead dab","",NA,2,0.166999996,0.166999996,NA,NA,"Limanda","proboscidea","Unknown","Unknown","Limanda proboscidea",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Petrale sole","",NA,2,0.166999996,0.166999996,NA,NA,"Eopsetta","jordani","Unknown","Unknown","Eopsetta jordani",NA,NA,NA,2,2,1,2,3,2,3,NA,3,NA,NA,2,3,2.236067977,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Petrale sole","",NA,2,0.166999996,0.166999996,NA,NA,"Eopsetta","jordani","Unknown","Unknown","Eopsetta jordani",NA,NA,NA,2,2,1,2,3,2,3,NA,3,NA,NA,2,3,2.236067977,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughscale sole","",NA,2,0.166999996,0.166999996,NA,NA,"Clidoderma","asperrimum","Unknown","Unknown","Clidoderma asperrimum",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughscale sole","",NA,2,0.166999996,0.166999996,NA,NA,"Clidoderma","asperrimum","Unknown","Unknown","Clidoderma asperrimum",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Sand sole","",NA,2,0.166999996,0.166999996,NA,NA,"Psettichthys","melanostictus","Unknown","Unknown","Psettichthys melanostictus",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Sand sole","",NA,2,0.166999996,0.166999996,NA,NA,"Psettichthys","melanostictus","Unknown","Unknown","Psettichthys melanostictus",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Slender sole","",NA,2,0.166999996,0.166999996,NA,NA,"Lyopsetta","exilis","Unknown","Unknown","Lyopsetta exilis",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Slender sole","",NA,2,0.166999996,0.166999996,NA,NA,"Lyopsetta","exilis","Unknown","Unknown","Lyopsetta exilis",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Sakhalin sole","",NA,2,0.166999996,0.166999996,NA,NA,"Limanda","sakhalinensis","Unknown","Unknown","Limanda sakhalinensis",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Sakhalin sole","",NA,2,0.166999996,0.166999996,NA,NA,"Limanda","sakhalinensis","Unknown","Unknown","Limanda sakhalinensis",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.333333333,3,2.108185107,"Pleuronectidae","4c2220b9-68a8-4594-8dd8-229643e11c84","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Yellow irish lord","",NA,2,0.086000003,0.086000003,NA,NA,"Hemilepidotus","jordani","Unknown","Unknown","Hemilepidotus jordani",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Yellow irish lord","",NA,2,0.086000003,0.086000003,NA,NA,"Hemilepidotus","jordani","Unknown","Unknown","Hemilepidotus jordani",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Yellow irish lord","",NA,2,0.086000003,0.086000003,NA,NA,"Hemilepidotus","jordani","Unknown","Unknown","Hemilepidotus jordani",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Antlered sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Enophrys","diceraus","Unknown","Unknown","Enophrys diceraus",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Antlered sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Enophrys","diceraus","Unknown","Unknown","Enophrys diceraus",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Antlered sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Enophrys","diceraus","Unknown","Unknown","Enophrys diceraus",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Arctic staghorn sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","tricuspis","Unknown","Unknown","Gymnocanthus tricuspis",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Arctic staghorn sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","tricuspis","Unknown","Unknown","Gymnocanthus tricuspis",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Arctic staghorn sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","tricuspis","Unknown","Unknown","Gymnocanthus tricuspis",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Armorhead sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","galeatus","Unknown","Unknown","Gymnocanthus galeatus",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Armorhead sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","galeatus","Unknown","Unknown","Gymnocanthus galeatus",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Armorhead sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Gymnocanthus","galeatus","Unknown","Unknown","Gymnocanthus galeatus",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackfin sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Malacocottus","kincaidi","Unknown","Unknown","Malacocottus kincaidi",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Psychrolutidae","68a61aa3-aee8-4d27-bcaa-7924a2f76b8f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackfin sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Malacocottus","kincaidi","Unknown","Unknown","Malacocottus kincaidi",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Psychrolutidae","68a61aa3-aee8-4d27-bcaa-7924a2f76b8f","Alaska Ecosystem Complex","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackfin sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Malacocottus","kincaidi","Unknown","Unknown","Malacocottus kincaidi",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.166666667,3,2.166666667,"Psychrolutidae","68a61aa3-aee8-4d27-bcaa-7924a2f76b8f","Alaska Ecosystem Complex","AFSC slope trawl survey"
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butterfly sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Hemilepidotus","papilio","Unknown","Unknown","Hemilepidotus papilio",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.061552813,"Cottidae","886b0783-5843-49c8-b2e5-6e4439d70e6f","Alaska Ecosystem Complex","GAP Aleutian Island Bottom Trawl_Summer"
