"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance","family","phylopic_uuid","Survey.Ecosystem","survey","type","type_and_region"
"Aleutian Islands Blackspotted and Rougheye rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","Aleutian Islands",4,NA,NA,NA,NA,1.110999942,"Sebastes","melanostictus","Unknown","Unknown","Sebastes melanostictus",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.802775638,"Scorpaenidae","590dd989-103a-4b22-8788-81471386d860","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","",NA,6,0.524999976,0.524999976,NA,1.090999961,"Sebastes","melanostictus","Unknown","Unknown","Sebastes melanostictus",0.5,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.666666667,1.6414763,"Scorpaenidae","590dd989-103a-4b22-8788-81471386d860","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","",NA,6,0.524999976,0.524999976,NA,1.090999961,"Sebastes","melanostictus","Unknown","Unknown","Sebastes melanostictus",0.5,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.666666667,1.6414763,"Scorpaenidae","590dd989-103a-4b22-8788-81471386d860","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Dover sole","",NA,2,0.166999996,0.166999996,NA,NA,"Microstomus","pacificus","Unknown","Unknown","Microstomus pacificus",NA,NA,NA,3,1,1,1,3,2,3,NA,3,NA,NA,1.833333333,3,2.315407332,"Pleuronectidae","cc3fd27a-ee4e-450e-9c43-ccf15edee7f8","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Dover sole","",NA,2,0.166999996,0.166999996,NA,NA,"Microstomus","pacificus","Unknown","Unknown","Microstomus pacificus",NA,NA,NA,3,1,1,1,3,2,3,NA,3,NA,NA,1.833333333,3,2.315407332,"Pleuronectidae","cc3fd27a-ee4e-450e-9c43-ccf15edee7f8","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific sanddab","",NA,2,0.166999996,0.166999996,NA,NA,"Citharichthys","sordidus","Unknown","Unknown","Citharichthys sordidus",NA,NA,NA,3,3,3,3,3,3,3,NA,3,NA,NA,3,3,2,"Paralichthyidae","595041dd-80b4-4a31-854b-2776fa6fce62","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific sanddab","",NA,2,0.166999996,0.166999996,NA,NA,"Citharichthys","sordidus","Unknown","Unknown","Citharichthys sordidus",NA,NA,NA,3,3,3,3,3,3,3,NA,3,NA,NA,3,3,2,"Paralichthyidae","595041dd-80b4-4a31-854b-2776fa6fce62","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Starry flounder","",NA,2,0.166999996,0.166999996,NA,NA,"Platichthys","stellatus","Unknown","Unknown","Platichthys stellatus",NA,1,3,3,2,2,2,3,2,3,NA,3,NA,NA,2.428571429,2.333333333,1.450623449,"Pleuronectidae","1ca7e4f6-59f0-4dc8-93fa-81bcfd786423","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Starry flounder","",NA,2,0.166999996,0.166999996,NA,NA,"Platichthys","stellatus","Unknown","Unknown","Platichthys stellatus",NA,1,3,3,2,2,2,3,2,3,NA,3,NA,NA,2.428571429,2.333333333,1.450623449,"Pleuronectidae","1ca7e4f6-59f0-4dc8-93fa-81bcfd786423","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Dusky rockfish","",NA,2,0.593999982,0.593999982,NA,NA,"Sebastes","variabilis","Unknown","Unknown","Sebastes variabilis",2,NA,NA,3,1,1,1,2,1,3,NA,3,NA,2,1.5,2.666666667,2.242270675,"Scorpaenidae","590dd989-103a-4b22-8788-81471386d860","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Dusky rockfish","",NA,2,0.593999982,0.593999982,NA,NA,"Sebastes","variabilis","Unknown","Unknown","Sebastes variabilis",2,NA,NA,3,1,1,1,2,1,3,NA,3,NA,2,1.5,2.666666667,2.242270675,"Scorpaenidae","590dd989-103a-4b22-8788-81471386d860","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Aleutian skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","aleutica","Unknown","Unknown","Bathyraja aleutica",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Aleutian skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","aleutica","Unknown","Unknown","Bathyraja aleutica",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Aleutian skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","aleutica","Unknown","Unknown","Bathyraja aleutica",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Bering skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","interrupta","Unknown","Unknown","Bathyraja interrupta",NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.802775638,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Bering skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","interrupta","Unknown","Unknown","Bathyraja interrupta",NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.802775638,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Bering skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","interrupta","Unknown","Unknown","Bathyraja interrupta",NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.802775638,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Whiteblotched skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","maculata","Unknown","Unknown","Bathyraja maculata",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Whiteblotched skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","maculata","Unknown","Unknown","Bathyraja maculata",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Whiteblotched skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","maculata","Unknown","Unknown","Bathyraja maculata",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Mud skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","taranetzi","Unknown","Unknown","Bathyraja taranetzi",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Mud skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","taranetzi","Unknown","Unknown","Bathyraja taranetzi",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Mud skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","taranetzi","Unknown","Unknown","Bathyraja taranetzi",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longnose skate","",NA,2,0.25,0.25,NA,NA,"Raja","rhina","Unknown","Unknown","Raja rhina",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,"Rajidae","99c4dce9-a6dd-44da-8311-59397d03df1b","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longnose skate","",NA,2,0.25,0.25,NA,NA,"Raja","rhina","Unknown","Unknown","Raja rhina",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,"Rajidae","99c4dce9-a6dd-44da-8311-59397d03df1b","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longnose skate","",NA,2,0.25,0.25,NA,NA,"Raja","rhina","Unknown","Unknown","Raja rhina",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,"Rajidae","99c4dce9-a6dd-44da-8311-59397d03df1b","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Commander skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","lindbergi","Unknown","Unknown","Bathyraja lindbergi",NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Commander skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","lindbergi","Unknown","Unknown","Bathyraja lindbergi",NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Commander skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","lindbergi","Unknown","Unknown","Bathyraja lindbergi",NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.714285714,2,1.628822036,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butterfly skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","mariposa","Unknown","Unknown","Bathyraja mariposa",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butterfly skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","mariposa","Unknown","Unknown","Bathyraja mariposa",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butterfly skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","mariposa","Unknown","Unknown","Bathyraja mariposa",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","whitebrow skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","minispinosa","Unknown","Unknown","Bathyraja minispinosa",NA,NA,NA,2,1,1,1,2,1,2,NA,3,NA,NA,1.333333333,2.5,2.242270675,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","whitebrow skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","minispinosa","Unknown","Unknown","Bathyraja minispinosa",NA,NA,NA,2,1,1,1,2,1,2,NA,3,NA,NA,1.333333333,2.5,2.242270675,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","whitebrow skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","minispinosa","Unknown","Unknown","Bathyraja minispinosa",NA,NA,NA,2,1,1,1,2,1,2,NA,3,NA,NA,1.333333333,2.5,2.242270675,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughtail skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","trachura","Unknown","Unknown","Bathyraja trachura",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughtail skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","trachura","Unknown","Unknown","Bathyraja trachura",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughtail skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","trachura","Unknown","Unknown","Bathyraja trachura",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Okhotsk skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","violacea","Unknown","Unknown","Bathyraja violacea",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Okhotsk skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","violacea","Unknown","Unknown","Bathyraja violacea",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Okhotsk skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","violacea","Unknown","Unknown","Bathyraja violacea",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughshoulder skate","",NA,2,0.25,0.25,NA,NA,"Amblyraja","badia","Unknown","Unknown","Amblyraja badia",NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Rajidae","0596f8ce-e9a5-4481-9982-ad7599fc2cba","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughshoulder skate","",NA,2,0.25,0.25,NA,NA,"Amblyraja","badia","Unknown","Unknown","Amblyraja badia",NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Rajidae","0596f8ce-e9a5-4481-9982-ad7599fc2cba","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Roughshoulder skate","",NA,2,0.25,0.25,NA,NA,"Amblyraja","badia","Unknown","Unknown","Amblyraja badia",NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Rajidae","0596f8ce-e9a5-4481-9982-ad7599fc2cba","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","abyssicola","Unknown","Unknown","Bathyraja abyssicola",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","abyssicola","Unknown","Unknown","Bathyraja abyssicola",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","abyssicola","Unknown","Unknown","Bathyraja abyssicola",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Leopard skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","panthera","Unknown","Unknown","Bathyraja panthera",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP Aleutian Island Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Leopard skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","panthera","Unknown","Unknown","Bathyraja panthera",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","GAP-SAP Eastern Bering Sea Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Leopard skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","panthera","Unknown","Unknown","Bathyraja panthera",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,"Arhynchobatidae","8d9410d3-8b41-4c4b-ad27-1bf8dd606e47","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
